Phase	X	Y	Bands	Error	Euler1	Euler2	Euler3	MAD	BC	BS
1	84	124	9	0	16.214	73.522	4.5748	0.1333	149	65
1	86	124	9	0	16.186	73.53	4.4736	0.1533	145	66
1	88	124	9	0	16.186	73.53	4.4736	0.12	150	67
1	90	124	8	0	16.192	73.529	4.4629	0.1943	152	66
1	92	124	8	0	16.4	73.289	4.415	0.2083	130	47
1	94	124	7	0	16.381	73.318	4.4578	0.5374	84	25
0	96	124	0	3	0	0	0	0	41	19
0	98	124	0	3	0	0	0	0	31	17
0	100	124	0	3	0	0	0	0	30	15
0	102	124	0	3	0	0	0	0	27	14
0	104	124	0	3	0	0	0	0	28	14
0	106	124	0	0	0	0	0	0	69	25
0	108	124	0	0	0	0	0	0	101	35
0	110	124	0	0	0	0	0	0	91	32
0	112	124	0	3	0	0	0	0	50	20
0	114	124	0	3	0	0	0	0	48	18
1	116	124	8	0	23.29	59.826	3.2161	0.435	88	26
1	118	124	9	0	23.734	60.184	3.1704	0.4339	130	54
1	120	124	9	0	23.697	60.212	3.1966	0.1245	131	58
1	122	124	9	0	23.697	60.212	3.1966	0.1571	136	60
1	124	124	9	0	23.687	60.22	3.1998	0.1722	136	60
1	126	124	9	0	23.259	60.229	3.4605	0.232	145	63
1	128	124	9	0	23.259	60.229	3.4605	0.1254	139	62
1	130	124	9	0	23.105	60.194	3.53	0.1817	137	64
1	132	124	9	0	23.087	60.192	3.5432	0.169	136	64
1	134	124	9	0	23.087	60.192	3.5432	0.1845	137	63
1	136	124	9	0	23.104	60.2	3.4791	0.1969	133	64
1	138	124	8	0	23.095	60.206	3.479	0.1995	124	43
0	140	124	0	3	0	0	0	0	36	16
1	142	124	9	0	18.284	72.467	2.7496	0.5897	80	23
1	144	124	9	0	18.273	72.497	2.7684	0.2821	140	50
1	146	124	9	0	18.255	72.51	2.9158	0.1605	134	58
1	148	124	9	0	18.09	72.964	2.6784	0.1601	137	59
1	150	124	8	0	18.09	72.964	2.6784	0.1586	141	61
1	152	124	9	0	18.155	72.979	2.5431	0.1928	142	59
1	154	124	9	0	18.086	73.229	2.1366	0.2788	137	47
1	156	124	6	0	18.076	73.259	2.0586	1.1989	91	26
0	158	124	0	0	0	0	0	0	72	24
0	160	124	0	0	0	0	0	0	99	30
0	162	124	0	0	0	0	0	0	136	53
0	164	124	0	0	0	0	0	0	137	52
0	166	124	0	0	0	0	0	0	135	54
0	168	124	0	0	0	0	0	0	138	53
0	170	124	0	0	0	0	0	0	130	50
0	172	124	0	0	0	0	0	0	139	49
0	174	124	0	0	0	0	0	0	130	50
0	176	124	0	0	0	0	0	0	130	52
0	178	124	0	0	0	0	0	0	151	52
0	180	124	0	0	0	0	0	0	135	54
0	182	124	0	0	0	0	0	0	137	56
0	184	124	0	0	0	0	0	0	131	54
0	186	124	0	0	0	0	0	0	137	50
0	188	124	0	0	0	0	0	0	133	52
0	190	124	0	0	0	0	0	0	141	56
0	192	124	0	0	0	0	0	0	141	56
0	194	124	0	0	0	0	0	0	140	58
0	196	124	0	0	0	0	0	0	137	56
0	198	124	0	0	0	0	0	0	136	56
0	200	124	0	0	0	0	0	0	138	58
0	202	124	0	0	0	0	0	0	140	60
0	204	124	0	0	0	0	0	0	105	35
0	206	124	0	0	0	0	0	0	36	17
1	208	124	6	0	61.23	114.84	26.379	0.8915	41	19
1	210	124	8	0	18.531	62.386	179.91	0.2589	97	31
1	212	124	9	0	18.531	62.386	179.91	0.1994	129	58
1	214	124	9	0	18.54	62.362	179.91	0.2453	132	59
1	216	124	9	0	18.488	62.404	179.7	0.1973	134	60
1	218	124	9	0	18.488	62.404	179.7	0.2088	136	60
1	220	124	9	0	18.514	62.414	179.71	0.2004	132	60
1	222	124	9	0	18.719	62.424	179.29	0.1829	140	62
1	224	124	9	0	18.719	62.424	179.29	0.1433	129	61
1	226	124	9	0	18.731	62.426	179.28	0.2128	120	48
1	228	124	8	0	18.745	62.412	179.28	0.8187	103	34
1	230	124	9	0	19.605	62.168	179.17	0.3472	125	41
1	232	124	9	0	19.605	62.168	179.17	0.6482	125	46
1	234	124	9	0	19.701	62.146	179.2	0.3253	138	51
1	236	124	8	0	20.019	62.162	179.25	0.2374	133	57
1	238	124	9	0	20.044	62.155	179.22	0.1609	134	60
1	240	124	9	0	20.044	62.155	179.22	0.2025	136	60
1	242	124	9	0	20.171	62.168	179.37	0.1771	137	61
1	244	124	9	0	20.171	62.168	179.37	0.1917	133	60
1	246	124	8	0	20.209	62.161	179.32	0.2669	126	54
1	248	124	9	0	22.553	62.039	177.24	0.3964	130	50
1	250	124	8	0	22.553	62.039	177.24	0.3208	126	49
1	252	124	9	0	22.98	62.036	176.83	0.2578	124	48
1	254	124	9	0	23.729	61.948	175.47	0.7177	117	36
1	256	124	8	0	23.61	61.706	174.88	0.6758	123	38
1	258	124	8	0	23.733	61.804	175.37	1.0666	95	30
1	260	124	6	0	23.803	61.81	175.36	0.6371	28	16
0	262	124	0	3	0	0	0	0	32	14
0	264	124	0	3	0	0	0	0	65	17
0	266	124	0	3	0	0	0	0	64	20
0	268	124	0	3	0	0	0	0	49	17
0	270	124	0	3	0	0	0	0	40	17
0	272	124	6	0	0	0	178.45	1.2126	51	18
0	274	124	0	3	0	0	0	0	52	18
0	276	124	0	3	0	0	0	0	75	19
0	278	124	0	3	0	0	0	0	72	18
0	280	124	0	3	0	0	0	0	103	20
1	282	124	6	0	24.784	63.409	168.16	0.8198	64	19
0	284	124	0	3	0	0	0	0	43	18
1	286	124	8	0	24.828	63.306	168.23	1.2678	56	22
1	288	124	8	0	24.886	63.259	168.3	0.8567	103	33
1	290	124	9	0	25.183	63.548	168.31	0.3928	122	51
1	292	124	9	0	25.183	63.548	168.31	0.4398	125	54
1	294	124	9	0	24.835	63.457	168.94	0.3217	130	55
1	296	124	9	0	24.835	63.457	168.94	0.376	128	54
1	298	124	9	0	24.811	63.471	169.01	0.3884	122	48
1	300	124	9	0	24.746	63.559	169.27	0.5114	117	46
1	302	124	9	0	24.035	63.501	172.37	0.4212	123	48
1	304	124	9	0	24.009	63.522	172.47	0.2914	128	52
1	306	124	9	0	24.009	63.522	172.47	0.184	126	51
1	308	124	9	0	23.984	63.509	172.56	0.5216	138	45
1	310	124	9	0	23.125	63.204	173.93	0.3377	125	51
1	312	124	9	0	23.078	63.183	174.01	0.2843	128	53
1	314	124	9	0	23.078	63.183	174.01	0.4326	130	54
1	316	124	9	0	22.728	63.08	174.85	0.2395	132	55
1	318	124	9	0	22.728	63.08	174.85	0.7218	125	49
1	320	124	9	0	21.354	62.792	176.69	0.3253	132	55
1	322	124	9	0	21.314	62.774	176.74	0.2147	134	59
1	324	124	9	0	21.314	62.774	176.74	0.1958	132	59
1	326	124	9	0	21.295	62.758	176.77	0.1939	144	60
1	328	124	9	0	21.1	62.626	177.27	0.3034	131	59
1	330	124	9	0	21.099	62.634	177.25	0.2761	133	61
1	332	124	9	0	21.099	62.634	177.25	0.2098	133	59
1	334	124	9	0	20.945	62.665	177.48	0.148	134	61
1	336	124	9	0	20.945	62.665	177.48	0.2884	135	58
1	338	124	9	0	20.29	62.55	178.03	0.2592	134	58
1	340	124	9	0	20.151	62.5	178.04	0.2213	135	59
1	342	124	9	0	20.1	62.544	178.04	0.1892	135	61
1	344	124	9	0	20.1	62.544	178.04	0.1802	134	58
1	346	124	8	0	20.078	62.533	178.06	0.3548	139	54
1	348	124	9	0	19.07	62.503	179.15	0.2694	132	57
1	350	124	9	0	19.07	62.503	179.15	0.1587	133	57
1	352	124	9	0	18.84	62.485	179.16	0.2497	135	58
1	354	124	9	0	18.84	62.485	179.16	0.2707	136	56
1	356	124	9	0	18.836	62.535	179.16	0.2349	131	56
1	358	124	9	0	18.757	62.338	179.2	0.2582	133	56
1	0	126	9	0	14.769	72.569	4.5063	0.155	134	60
1	2	126	9	0	14.798	72.58	4.5172	0.1693	143	61
1	4	126	9	0	14.832	72.844	5.0853	0.3781	137	60
1	6	126	9	0	14.802	72.862	5.0817	0.2005	138	59
1	8	126	9	0	14.802	72.862	5.0817	0.1762	135	61
1	10	126	9	0	14.421	73.016	5.2133	0.2074	143	63
1	12	126	9	0	14.421	73.016	5.2133	0.1459	135	64
1	14	126	9	0	14.316	73.064	5.2255	0.1584	133	64
1	16	126	9	0	14.316	73.064	5.2255	0.1545	129	58
1	18	126	9	0	14.338	73.045	5.1169	0.3192	127	51
1	20	126	9	0	14.152	73.092	5.2039	0.3006	134	56
1	22	126	9	0	14.121	73.064	5.2611	0.2587	133	59
1	24	126	8	0	14.121	73.064	5.2611	0.3518	123	55
1	26	126	9	0	14.089	73.388	5.0613	0.1305	138	60
1	28	126	9	0	14.08	73.379	5.0522	0.2374	138	60
1	30	126	9	0	14.08	73.379	5.0522	0.1454	138	61
1	32	126	9	0	14.146	73.384	4.9657	0.2001	145	64
1	34	126	9	0	14.144	73.39	4.9751	0.1494	144	65
1	36	126	9	0	14.144	73.39	4.9751	0.1166	145	63
1	38	126	9	0	14.166	73.56	5.0026	0.1744	144	63
1	40	126	9	0	14.166	73.56	5.0026	0.1982	139	60
1	42	126	8	0	14.204	73.613	5.0149	0.1819	131	50
1	44	126	8	0	14.225	73.607	5.0049	0.246	121	43
1	46	126	8	0	14.225	73.607	5.0049	0.2327	113	41
1	48	126	7	0	14.23	73.802	5.0622	0.5207	132	45
1	50	126	8	0	15.497	73.615	4.9407	0.1477	148	61
1	52	126	9	0	15.61	73.612	4.9667	0.2297	153	65
1	54	126	8	0	15.654	73.593	4.9799	0.1034	151	66
1	56	126	9	0	15.654	73.593	4.9799	0.4323	147	63
1	58	126	9	0	16.313	73.551	4.8538	0.176	154	67
1	60	126	9	0	16.313	73.551	4.8538	0.1925	152	66
1	62	126	9	0	16.307	73.577	4.8046	0.1715	149	64
1	64	126	9	0	16.355	73.596	4.6256	0.1582	151	67
1	66	126	9	0	16.365	73.583	4.6046	0.1518	152	67
1	68	126	9	0	16.365	73.583	4.6046	0.2087	146	65
1	70	126	9	0	16.158	73.499	4.6789	0.2836	151	63
1	72	126	9	0	16.159	73.5	4.675	0.1501	148	67
1	74	126	9	0	16.159	73.5	4.675	0.1537	146	65
1	76	126	9	0	16.148	73.505	4.6777	0.1753	151	66
1	78	126	9	0	16.142	73.513	4.6727	0.1722	147	66
1	80	126	9	0	16.174	73.549	4.5544	0.1625	146	68
1	82	126	9	0	16.183	73.553	4.5316	0.157	150	67
1	84	126	9	0	16.187	73.554	4.5169	0.1832	146	65
1	86	126	9	0	16.187	73.554	4.5169	0.1948	150	64
1	88	126	9	0	16.19	73.555	4.509	0.1639	146	58
1	90	126	9	0	16.195	73.555	4.4956	0.2167	143	57
1	92	126	9	0	16.186	73.556	4.4936	0.4665	135	45
1	94	126	9	0	16.354	73.342	4.4624	0.5351	105	30
0	96	126	0	3	0	0	0	0	72	23
0	98	126	0	0	0	0	0	0	90	24
0	100	126	0	3	0	0	0	0	49	17
0	102	126	0	3	0	0	0	0	24	16
0	104	126	0	0	0	0	0	0	47	17
0	106	126	0	0	0	0	0	0	71	26
0	108	126	0	0	0	0	0	0	64	28
0	110	126	0	0	0	0	0	0	68	26
0	112	126	0	0	0	0	0	0	53	21
0	114	126	0	0	0	0	0	0	62	23
1	116	126	8	0	24.056	60.183	2.9257	0.7022	59	23
1	118	126	10	0	24.026	60.17	2.9963	0.3672	128	43
1	120	126	9	0	23.697	60.212	3.1966	0.1718	144	57
1	122	126	9	0	23.697	60.212	3.1966	0.2593	137	60
1	124	126	9	0	23.687	60.22	3.1998	0.1839	142	57
1	126	126	9	0	23.259	60.229	3.4605	0.2122	134	61
1	128	126	9	0	23.259	60.229	3.4605	0.1828	131	62
1	130	126	9	0	23.114	60.192	3.5322	0.226	137	63
1	132	126	9	0	23.087	60.192	3.5432	0.1781	132	64
1	134	126	9	0	23.087	60.192	3.5432	0.2019	130	64
1	136	126	9	0	23.132	60.206	3.4664	0.1675	131	63
1	138	126	9	0	23.126	60.206	3.4696	0.2612	119	43
0	140	126	0	3	0	0	0	0	42	17
1	142	126	6	0	18.284	72.467	2.7496	0.5897	31	14
1	144	126	8	0	18.273	72.497	2.7684	0.5421	115	35
1	146	126	9	0	17.875	73.034	2.774	0.1675	146	55
1	148	126	9	0	18.09	72.964	2.6784	0.1233	141	59
1	150	126	9	0	18.09	72.964	2.6784	0.1943	145	60
1	152	126	9	0	17.898	73.248	2.3477	0.3254	151	58
1	154	126	9	0	17.938	73.244	2.294	0.2367	135	47
0	156	126	0	3	0	0	0	0	75	24
0	158	126	0	0	0	0	0	0	88	22
0	160	126	0	0	0	0	0	0	82	28
0	162	126	0	0	0	0	0	0	128	52
0	164	126	0	0	0	0	0	0	134	51
0	166	126	0	0	0	0	0	0	134	52
0	168	126	0	0	0	0	0	0	137	51
0	170	126	0	0	0	0	0	0	132	52
0	172	126	0	0	0	0	0	0	125	49
0	174	126	0	0	0	0	0	0	134	47
0	176	126	0	0	0	0	0	0	133	47
0	178	126	0	0	0	0	0	0	128	47
0	180	126	0	0	0	0	0	0	132	51
0	182	126	0	0	0	0	0	0	147	52
0	184	126	0	0	0	0	0	0	133	52
0	186	126	0	0	0	0	0	0	130	51
0	188	126	0	0	0	0	0	0	134	51
0	190	126	0	0	0	0	0	0	130	48
0	192	126	0	0	0	0	0	0	142	51
0	194	126	0	0	0	0	0	0	141	54
0	196	126	0	0	0	0	0	0	136	53
0	198	126	0	0	0	0	0	0	137	59
0	200	126	0	0	0	0	0	0	145	57
0	202	126	0	0	0	0	0	0	142	56
0	204	126	0	0	0	0	0	0	135	50
0	206	126	0	0	0	0	0	0	91	30
0	208	126	0	3	0	0	0	0	27	15
1	210	126	8	0	18.22	61.99	0.3845	0.8915	83	26
1	212	126	9	0	18.509	62.378	0.0147	0.1423	128	52
1	214	126	9	0	18.553	62.341	179.92	0.1589	133	59
1	216	126	9	0	18.571	62.439	179.85	0.1886	135	60
1	218	126	9	0	18.522	62.419	179.72	0.1288	133	62
1	220	126	9	0	18.522	62.419	179.72	0.2201	131	60
1	222	126	9	0	18.723	62.424	179.28	0.2035	133	62
1	224	126	9	0	18.738	62.426	179.28	0.1336	134	64
1	226	126	9	0	18.738	62.426	179.28	0.1628	138	59
1	228	126	8	0	18.745	62.412	179.28	0.265	113	37
1	230	126	8	0	19.617	62.144	179.21	0.8398	98	28
1	232	126	9	0	19.617	62.144	179.21	0.2856	123	44
1	234	126	9	0	19.609	62.171	179.27	0.588	125	49
1	236	126	8	0	20.027	62.147	179.22	0.4265	126	46
1	238	126	9	0	20.044	62.155	179.22	0.2436	132	54
1	240	126	9	0	20.044	62.155	179.22	0.3447	131	56
1	242	126	9	0	20.192	62.156	179.34	0.2842	139	59
1	244	126	9	0	20.209	62.161	179.32	0.2147	142	59
1	246	126	9	0	20.209	62.161	179.32	0.2095	129	57
1	248	126	9	0	22.553	62.039	177.24	0.4041	122	48
1	250	126	9	0	22.553	62.039	177.24	0.309	136	50
1	252	126	9	0	22.98	62.036	176.83	0.326	128	47
1	254	126	9	0	23.545	61.64	174.53	0.473	107	33
1	256	126	7	0	23.626	61.612	174.27	0.62	69	21
0	258	126	0	3	0	0	0	0	54	17
0	260	126	0	3	0	0	0	0	54	17
0	262	126	6	0	0	0	81.399	1.8128	65	21
0	264	126	0	3	0	0	0	0	62	17
0	266	126	0	3	0	0	0	0	61	17
0	268	126	0	3	0	0	0	0	40	22
0	270	126	0	3	0	0	0	0	40	16
0	272	126	0	3	0	0	0	0	48	15
0	274	126	0	3	0	0	0	0	52	17
0	276	126	0	3	0	0	0	0	49	17
0	278	126	0	3	0	0	0	0	56	17
0	280	126	0	3	0	0	0	0	78	18
0	282	126	0	3	0	0	0	0	80	19
1	284	126	7	0	25.396	63.458	166.85	1.1963	65	22
1	286	126	8	0	25.377	63.658	166.86	0.37	89	32
1	288	126	7	0	25.323	63.615	168.2	0.571	95	34
1	290	126	9	0	25.183	63.548	168.31	0.4915	115	49
1	292	126	9	0	25.183	63.548	168.31	0.6419	121	51
1	294	126	9	0	24.796	63.493	168.9	0.7365	125	52
1	296	126	9	0	24.796	63.493	168.9	0.4	124	52
1	298	126	9	0	24.735	63.567	168.94	0.6382	123	46
1	300	126	9	0	24.746	63.559	169.27	0.5562	124	44
1	302	126	9	0	24.035	63.501	172.37	0.4915	127	45
1	304	126	9	0	24.009	63.522	172.47	0.2708	125	51
1	306	126	9	0	24.009	63.522	172.47	0.2664	116	46
1	308	126	9	0	23.984	63.509	172.56	0.4601	114	46
1	310	126	9	0	23.125	63.204	173.93	0.4365	125	54
1	312	126	9	0	23.078	63.183	174.01	0.2338	136	58
1	314	126	9	0	23.078	63.183	174.01	0.3739	133	57
1	316	126	9	0	22.728	63.08	174.85	0.2546	129	48
1	318	126	8	0	22.728	63.08	174.85	0.9518	110	41
1	320	126	9	0	21.467	62.823	176.65	0.3317	134	54
1	322	126	9	0	21.469	62.827	176.69	0.2613	134	57
1	324	126	9	0	21.469	62.827	176.69	0.2243	132	59
1	326	126	9	0	21.453	62.812	176.72	0.2518	136	60
1	328	126	9	0	21.098	62.644	177.24	0.2684	137	60
1	330	126	9	0	21.099	62.634	177.25	0.1369	131	59
1	332	126	9	0	21.099	62.634	177.25	0.211	134	59
1	334	126	9	0	21.062	62.692	177.25	0.1807	134	61
1	336	126	9	0	20.993	62.7	177.37	0.209	133	60
1	338	126	9	0	20.34	62.567	178.02	0.1911	135	58
1	340	126	9	0	20.34	62.567	178.02	0.2436	140	60
1	342	126	9	0	20.1	62.544	178.04	0.2447	139	60
1	344	126	9	0	20.1	62.544	178.04	0.2487	135	60
1	346	126	9	0	20.07	62.538	178.05	0.3729	124	53
1	348	126	9	0	19.07	62.503	179.15	0.221	139	57
1	350	126	9	0	19.07	62.503	179.15	0.4774	131	57
1	352	126	9	0	18.84	62.485	179.16	0.3021	131	57
1	354	126	9	0	18.84	62.485	179.16	0.2165	133	59
1	356	126	9	0	18.809	62.646	179.2	0.2917	135	60
1	358	126	9	0	18.792	62.622	179.22	0.2599	136	60
1	0	128	8	0	14.769	72.569	4.5063	0.1744	139	60
1	2	128	9	0	14.798	72.58	4.5172	0.2308	138	59
1	4	128	9	0	14.835	72.831	5.0697	0.352	137	55
1	6	128	9	0	14.808	72.849	5.0713	0.1697	132	52
1	8	128	8	0	14.808	72.849	5.0713	0.1684	124	50
1	10	128	8	0	14.742	72.778	4.8636	0.3558	117	45
1	12	128	8	0	14.742	72.778	4.8636	0.2074	115	41
1	14	128	8	0	14.319	73.052	5.1728	0.5942	103	40
1	16	128	8	0	14.395	73.033	5.0677	0.174	97	34
1	18	128	9	0	14.395	73.033	5.0677	0.3017	120	45
1	20	128	9	0	13.991	73.345	5.2468	0.3642	125	54
1	22	128	9	0	14.16	73.163	5.1776	0.2467	116	45
1	24	128	8	0	14.16	73.163	5.1776	0.5163	100	34
1	26	128	8	0	14.046	73.205	5.0507	0.6398	110	39
1	28	128	8	0	14.078	73.363	5.027	0.4318	117	43
1	30	128	8	0	14.078	73.363	5.027	0.247	118	44
1	32	128	9	0	14.146	73.384	4.9657	0.2391	118	48
1	34	128	9	0	14.144	73.39	4.9751	0.155	134	56
1	36	128	8	0	14.144	73.39	4.9751	0.2639	139	53
1	38	128	8	0	14.151	73.501	4.987	0.2738	118	46
1	40	128	9	0	14.151	73.501	4.987	0.4595	114	42
1	42	128	9	0	13.907	73.841	5.4447	0.289	123	45
1	44	128	9	0	13.907	73.841	5.4447	0.1973	135	53
1	46	128	9	0	14.189	73.946	5.0768	0.195	123	53
1	48	128	8	0	14.189	73.946	5.0768	0.5226	115	42
1	50	128	8	0	15.411	73.622	4.9216	0.29	132	45
1	52	128	8	0	15.411	73.622	4.9216	0.2641	148	57
1	54	128	9	0	15.654	73.593	4.9799	0.1978	151	63
1	56	128	9	0	15.654	73.593	4.9799	0.4235	152	64
1	58	128	9	0	16.313	73.551	4.8538	0.1154	150	65
1	60	128	9	0	16.339	73.554	4.8477	0.1212	148	67
1	62	128	9	0	16.339	73.554	4.8477	0.1997	149	64
1	64	128	9	0	16.355	73.596	4.6256	0.1353	149	66
1	66	128	9	0	16.365	73.583	4.6046	0.1326	146	65
1	68	128	9	0	16.365	73.583	4.6046	0.1935	147	65
1	70	128	9	0	16.137	73.505	4.6577	0.1716	147	64
1	72	128	9	0	16.153	73.502	4.6749	0.1853	146	65
1	74	128	9	0	16.148	73.505	4.6777	0.173	151	66
1	76	128	9	0	16.148	73.505	4.6777	0.2188	151	68
1	78	128	9	0	16.142	73.513	4.6727	0.2202	146	66
1	80	128	9	0	16.174	73.549	4.5544	0.2032	153	68
1	82	128	8	0	16.183	73.553	4.5316	0.1502	147	67
1	84	128	9	0	16.187	73.554	4.5169	0.1407	148	66
1	86	128	8	0	16.188	73.554	4.5025	0.1712	144	67
1	88	128	9	0	16.188	73.554	4.5025	0.1783	152	69
1	90	128	9	0	16.195	73.555	4.4956	0.2779	142	57
1	92	128	9	0	16.186	73.556	4.4936	0.3475	109	35
1	94	128	9	0	16.43	73.528	4.2195	0.9253	90	26
1	96	128	6	0	16.522	73.65	4.0201	1.7764	65	19
0	98	128	0	0	0	0	0	0	81	25
0	100	128	0	0	0	0	0	0	86	29
0	102	128	0	0	0	0	0	0	94	27
0	104	128	0	3	0	0	0	0	62	20
0	106	128	0	3	0	0	0	0	66	25
0	108	128	0	0	0	0	0	0	75	26
0	110	128	0	0	0	0	0	0	58	24
0	112	128	0	0	0	0	0	0	102	36
0	114	128	0	0	0	0	0	0	105	45
1	116	128	6	0	24.014	60.191	2.9601	0.4757	75	30
1	118	128	9	0	23.997	60.184	3.15	0.4757	122	37
1	120	128	9	0	23.744	60.251	3.1481	0.1963	133	56
1	122	128	9	0	23.744	60.251	3.1481	0.2704	140	60
1	124	128	9	0	23.198	60.212	3.4557	0.1909	132	60
1	126	128	9	0	23.146	60.197	3.5081	0.2099	136	61
1	128	128	9	0	23.135	60.19	3.5225	0.1664	133	63
1	130	128	9	0	23.135	60.19	3.5225	0.18	136	64
1	132	128	9	0	23.09	60.191	3.5433	0.1627	134	62
1	134	128	9	0	23.09	60.191	3.5433	0.1798	137	65
1	136	128	9	0	23.106	60.222	3.5327	0.2075	135	63
1	138	128	9	0	23.114	60.106	3.2959	0.2359	134	54
1	140	128	10	0	23.043	59.995	3.139	0.4593	84	28
1	142	128	6	0	18.332	72.747	2.5494	0.5421	28	16
1	144	128	8	0	17.875	72.82	2.577	0.5268	104	31
1	146	128	9	0	17.766	73.075	2.8218	0.2489	146	56
1	148	128	9	0	17.766	73.075	2.8218	0.1532	151	59
1	150	128	9	0	17.807	73.261	2.4646	0.2372	143	60
1	152	128	9	0	17.807	73.261	2.4646	0.2252	137	56
1	154	128	9	0	17.938	73.244	2.294	0.268	96	35
0	156	128	0	0	0	0	0	0	50	19
0	158	128	0	3	0	0	0	0	69	22
0	160	128	0	0	0	0	0	0	91	29
0	162	128	0	0	0	0	0	0	138	52
0	164	128	0	0	0	0	0	0	141	52
0	166	128	0	0	0	0	0	0	139	53
0	168	128	0	0	0	0	0	0	135	50
0	170	128	0	0	0	0	0	0	131	52
0	172	128	0	0	0	0	0	0	127	48
0	174	128	0	0	0	0	0	0	131	47
0	176	128	0	0	0	0	0	0	126	47
0	178	128	0	0	0	0	0	0	128	49
0	180	128	0	0	0	0	0	0	135	50
0	182	128	0	0	0	0	0	0	138	52
0	184	128	0	0	0	0	0	0	142	52
0	186	128	0	0	0	0	0	0	135	52
0	188	128	0	0	0	0	0	0	135	51
0	190	128	0	0	0	0	0	0	134	49
0	192	128	0	0	0	0	0	0	131	48
0	194	128	0	0	0	0	0	0	127	47
0	196	128	0	0	0	0	0	0	136	51
0	198	128	0	0	0	0	0	0	140	54
0	200	128	0	0	0	0	0	0	138	55
0	202	128	0	0	0	0	0	0	139	50
0	204	128	0	0	0	0	0	0	139	54
0	206	128	0	0	0	0	0	0	103	35
0	208	128	0	3	0	0	0	0	27	15
0	210	128	0	3	0	0	0	0	50	18
1	212	128	8	0	18.618	62.241	0.262	0.3098	117	40
1	214	128	9	0	18.416	62.39	0.094	0.2447	129	56
1	216	128	9	0	18.634	62.558	179.8	0.2062	135	58
1	218	128	9	0	18.522	62.419	179.72	0.1914	135	61
1	220	128	9	0	18.522	62.419	179.72	0.1407	129	60
1	222	128	9	0	18.726	62.424	179.29	0.1683	130	61
1	224	128	9	0	18.738	62.426	179.28	0.1921	136	63
1	226	128	9	0	18.738	62.426	179.28	0.141	130	60
1	228	128	9	0	18.726	62.426	179.35	0.2498	108	39
1	230	128	8	0	19.617	62.144	179.21	0.8597	79	24
1	232	128	9	0	19.617	62.144	179.21	0.4197	117	40
1	234	128	8	0	19.609	62.171	179.27	0.2864	129	50
1	236	128	9	0	19.897	62.164	179.26	0.342	121	47
1	238	128	9	0	19.897	62.164	179.26	0.5338	116	44
1	240	128	9	0	19.537	62.102	179.55	0.4438	114	42
1	242	128	8	0	20.15	61.881	179.37	0.5335	108	38
1	244	128	9	0	20.329	61.815	179.15	0.5625	110	37
1	246	128	8	0	20.329	61.815	179.15	0.5396	98	33
1	248	128	7	0	22.517	62.011	177.19	1.2744	95	29
1	250	128	8	0	22.749	61.985	176.91	0.6061	113	32
1	252	128	8	0	22.797	61.977	176.87	0.4394	98	32
0	254	128	0	3	0	0	0	0	71	19
0	256	128	0	3	0	0	0	0	33	14
0	258	128	0	3	0	0	0	0	27	15
0	260	128	0	3	0	0	0	0	62	17
0	262	128	0	3	0	0	0	0	65	20
0	264	128	0	3	0	0	0	0	63	19
0	266	128	6	0	0	0	74.217	1.2861	69	17
0	268	128	0	3	0	0	0	0	58	16
0	270	128	6	0	0	0	162.72	1.5455	66	18
0	272	128	0	3	0	0	0	0	29	14
0	274	128	0	3	0	0	0	0	43	15
0	276	128	0	3	0	0	0	0	50	16
0	278	128	6	0	0	0	3.3999	1.5099	37	14
0	280	128	6	0	0	0	31.358	1.5609	49	17
0	282	128	0	3	0	0	0	0	96	19
0	284	128	0	3	0	0	0	0	91	23
1	286	128	8	0	25.383	63.887	166.93	0.8018	92	29
1	288	128	8	0	25.323	63.615	168.2	0.6135	113	38
1	290	128	9	0	25.323	63.615	168.2	0.6685	121	47
1	292	128	9	0	24.804	64.144	168.32	0.3334	123	52
1	294	128	8	0	24.804	64.144	168.32	0.1692	127	49
1	296	128	8	0	24.735	63.567	168.94	0.7193	119	41
1	298	128	8	0	24.818	63.699	169.88	0.224	102	33
1	300	128	7	0	24.71	63.734	171.32	1.1449	104	35
1	302	128	9	0	24.71	63.734	171.32	0.4388	115	42
1	304	128	9	0	24.005	63.546	172.46	0.3525	121	46
1	306	128	9	0	24.005	63.546	172.46	0.7337	125	48
1	308	128	9	0	23.983	63.529	172.54	0.1658	128	52
1	310	128	9	0	23.408	63.372	173.77	0.6357	128	51
1	312	128	9	0	23.231	63.284	174.04	0.2224	134	58
1	314	128	9	0	23.231	63.284	174.04	0.4213	128	56
1	316	128	9	0	22.894	63.256	174.72	0.3253	130	55
1	318	128	9	0	22.894	63.256	174.72	0.5161	124	50
1	320	128	9	0	21.467	62.823	176.65	0.6692	137	53
1	322	128	9	0	21.469	62.827	176.69	0.2049	138	57
1	324	128	9	0	21.469	62.827	176.69	0.2815	132	57
1	326	128	9	0	21.453	62.812	176.72	0.2335	138	60
1	328	128	9	0	21.086	62.706	177.15	0.2058	140	60
1	330	128	9	0	21.086	62.706	177.15	0.2399	132	58
1	332	128	9	0	21.073	62.722	177.17	0.2625	133	60
1	334	128	9	0	21.048	62.737	177.23	0.2414	132	60
1	336	128	9	0	20.993	62.7	177.37	0.1951	131	57
1	338	128	9	0	20.34	62.567	178.02	0.2243	131	58
1	340	128	9	0	20.34	62.567	178.02	0.3305	139	57
