Phase	X	Y	Bands	Error	Euler1	Euler2	Euler3	MAD	BC	BS
0	300	4	0	3	0	0	0	0	21	15
0	302	4	0	3	0	0	0	0	22	16
0	304	4	0	0	0	0	0	0	45	16
0	306	4	0	3	0	0	0	0	37	16
0	308	4	0	0	0	0	0	0	80	22
0	310	4	0	0	0	0	0	0	107	32
0	312	4	0	3	0	0	0	0	75	27
0	314	4	0	0	0	0	0	0	103	31
0	316	4	0	0	0	0	0	0	84	25
0	318	4	0	0	0	0	0	0	57	20
0	320	4	0	3	0	0	0	0	40	18
0	322	4	0	3	0	0	0	0	13	13
0	324	4	0	3	0	0	0	0	31	16
0	326	4	0	3	0	0	0	0	52	21
1	328	4	7	0	30.055	99.954	15.978	0.2896	105	45
1	330	4	9	0	30.076	100.2	15.742	0.1723	107	55
1	332	4	9	0	30.141	100.16	15.722	0.2311	109	56
1	334	4	10	0	30.173	100.13	15.71	0.3419	115	52
1	336	4	10	0	30.173	100.13	15.71	0.5543	114	49
1	338	4	10	0	30.832	99.541	15.828	0.5729	119	53
1	340	4	10	0	30.832	99.541	15.828	0.2397	117	56
1	342	4	9	0	30.941	99.58	15.742	0.1516	119	54
1	344	4	9	0	30.927	99.573	15.754	0.1851	121	58
1	346	4	9	0	30.927	99.573	15.754	0.2576	121	57
1	348	4	9	0	30.929	99.57	15.742	0.2653	118	57
1	350	4	8	0	30.881	99.453	15.597	0.3217	96	36
0	352	4	0	3	0	0	0	0	20	15
0	354	4	0	3	0	0	0	0	36	15
1	356	4	8	0	30.742	100.54	15.04	0.4987	83	30
1	358	4	10	0	30.541	100.66	15.018	0.313	118	57
0	0	6	0	3	0	0	0	0	21	14
0	2	6	0	3	0	0	0	0	17	14
0	4	6	0	3	0	0	0	0	27	14
0	6	6	0	3	0	0	0	0	21	14
0	8	6	0	3	0	0	0	0	26	13
0	10	6	0	3	0	0	0	0	20	14
0	12	6	6	0	0	0	169.31	1.1234	27	13
0	14	6	0	3	0	0	0	0	25	15
1	16	6	6	0	26.71	45.458	18.239	0.5963	31	16
0	18	6	0	3	0	0	0	0	31	17
1	20	6	6	0	27.026	45.449	18.005	0.2729	37	18
1	22	6	9	0	26.999	45.466	17.993	0.4882	85	29
1	24	6	9	0	26.653	45.273	18.04	0.3002	122	52
1	26	6	9	0	26.649	45.692	18.098	0.2836	121	59
1	28	6	9	0	26.649	45.692	18.098	0.1794	121	59
1	30	6	10	0	26.645	45.702	18.114	0.3642	120	55
1	32	6	8	0	26.683	45.711	18.11	0.5337	105	39
1	34	6	6	0	26.586	45.72	18.203	0.7767	69	24
1	36	6	7	0	26.584	45.723	18.203	0.4066	85	30
1	38	6	9	0	26.585	45.726	18.202	0.2503	119	47
1	40	6	9	0	26.585	45.726	18.202	0.2293	96	39
1	42	6	8	0	26.751	45.697	18.062	0.2821	82	32
1	44	6	10	0	26.751	45.697	18.062	0.2593	119	54
1	46	6	10	0	27.043	45.611	17.901	0.4079	114	51
1	48	6	9	0	27.185	45.374	17.746	0.5681	95	38
1	50	6	6	0	27.018	45.287	17.65	0.4986	49	18
0	52	6	0	3	0	0	0	0	45	17
0	54	6	0	3	0	0	0	0	39	16
0	56	6	0	3	0	0	0	0	58	22
0	58	6	0	3	0	0	0	0	53	18
1	60	6	8	0	14.86	79.796	170.49	0.4084	55	20
0	62	6	0	3	0	0	0	0	39	17
0	64	6	0	3	0	0	0	0	34	15
0	66	6	0	3	0	0	0	0	30	14
0	68	6	0	0	0	0	0	0	31	16
0	70	6	0	3	0	0	0	0	54	20
0	72	6	0	0	0	0	0	0	69	20
0	74	6	0	3	0	0	0	0	37	17
1	76	6	6	0	26.355	67.5	160.39	0.5299	59	20
0	78	6	0	3	0	0	0	0	60	20
0	80	6	6	0	0	0	152.1	0.6742	48	17
0	82	6	0	3	0	0	0	0	19	14
0	84	6	0	3	0	0	0	0	19	13
0	86	6	0	3	0	0	0	0	21	16
0	88	6	0	3	0	0	0	0	26	14
0	90	6	0	0	0	0	0	0	72	23
0	92	6	0	0	0	0	0	0	99	34
0	94	6	0	0	0	0	0	0	95	36
0	96	6	0	0	0	0	0	0	101	35
0	98	6	0	0	0	0	0	0	103	34
0	100	6	0	0	0	0	0	0	90	30
0	102	6	0	0	0	0	0	0	54	19
0	104	6	0	3	0	0	0	0	21	15
0	106	6	0	0	0	0	0	0	51	19
0	108	6	0	0	0	0	0	0	72	23
0	110	6	0	3	0	0	0	0	49	17
0	112	6	0	3	0	0	0	0	23	13
0	114	6	0	3	0	0	0	0	26	14
0	116	6	7	0	0	0	13.459	0.627	20	14
0	118	6	0	3	0	0	0	0	21	14
0	120	6	6	0	0	0	146.1	1.6391	26	14
0	122	6	0	3	0	0	0	0	35	16
0	124	6	0	3	0	0	0	0	41	17
1	126	6	8	0	20.102	59.666	5.0461	1.808	55	17
1	128	6	8	0	18.627	60.474	5.0333	1.197	42	17
1	130	6	9	0	18.627	60.474	5.0333	0.2719	111	33
1	132	6	10	0	18.78	60.274	5.2428	0.3685	130	51
1	134	6	9	0	18.609	60.046	6.1512	0.4611	144	47
1	136	6	10	0	18.595	60.087	6.1931	0.3212	140	51
1	138	6	9	0	18.587	60.103	6.205	0.2875	135	56
1	140	6	10	0	18.587	60.103	6.205	0.2134	133	58
1	142	6	9	0	18.583	60.084	6.1991	0.1866	135	59
1	144	6	9	0	18.596	60.076	6.1876	0.2205	139	57
1	146	6	9	0	18.634	60.097	6.1587	0.2828	139	60
1	148	6	10	0	18.634	60.097	6.1587	0.1463	142	61
1	150	6	10	0	18.574	60.12	6.1744	0.3061	136	60
1	152	6	9	0	18.588	60.137	6.1697	0.2058	141	59
1	154	6	9	0	18.588	60.137	6.1697	0.2434	139	62
1	156	6	9	0	18.589	60.122	6.1674	0.2027	140	62
1	158	6	9	0	18.601	60.076	6.25	0.1988	130	59
1	160	6	9	0	18.601	60.076	6.25	0.2188	137	57
1	162	6	9	0	18.608	60.068	6.2428	0.2386	137	58
1	164	6	9	0	18.725	60.12	6.1842	0.215	146	59
1	166	6	9	0	18.725	60.12	6.1842	0.1989	136	59
1	168	6	9	0	18.721	60.122	6.1872	0.2767	138	61
1	170	6	9	0	18.773	60.177	6.1111	0.1682	136	61
1	172	6	9	0	18.836	60.166	6.0673	0.2286	138	61
1	174	6	10	0	18.836	60.166	6.0673	0.1893	137	60
1	176	6	9	0	18.903	60.105	5.9999	0.2667	139	60
1	178	6	9	0	18.903	60.105	5.9999	0.2664	139	60
1	180	6	9	0	19.313	59.519	5.3888	0.3712	125	49
1	182	6	7	0	18.761	59.161	5.6682	1.0161	97	26
1	184	6	7	0	18.546	58.978	5.9939	1.0175	125	34
1	186	6	8	0	18.554	58.923	6.0721	0.9349	92	29
0	188	6	0	3	0	0	0	0	44	17
1	190	6	7	0	172.84	45.021	26.535	0.7304	78	22
1	192	6	8	0	172.84	45.021	26.535	0.8815	102	26
0	194	6	0	3	0	0	0	0	28	16
0	196	6	0	3	0	0	0	0	34	16
0	198	6	0	3	0	0	0	0	81	21
1	200	6	7	0	177.48	43.764	18.523	0.6172	135	41
1	202	6	10	0	177.56	43.708	18.352	0.3901	162	60
1	204	6	10	0	177.56	43.436	18.744	0.3157	159	62
1	206	6	10	0	177.56	43.436	18.744	0.4057	162	62
1	208	6	10	0	177.54	43.428	18.509	0.1989	163	61
1	210	6	10	0	177.54	43.428	18.509	0.531	160	62
1	212	6	10	0	177.64	43.304	18.054	0.412	156	60
1	214	6	10	0	177.58	43.221	18.111	0.5226	157	61
1	216	6	10	0	177.56	43.211	18.145	0.2734	154	60
1	218	6	10	0	177.56	43.211	18.145	0.2293	158	62
1	220	6	10	0	177.59	43.221	18.107	0.2501	159	61
1	222	6	10	0	177.53	43.249	18.1	0.2485	154	61
1	224	6	10	0	176.97	43.576	18.676	0.4317	150	58
1	226	6	10	0	176.61	43.449	18.714	0.441	128	48
1	228	6	8	0	0.1415	132.61	164.26	0.2197	132	44
1	230	6	9	0	179.58	47.646	16.294	0.3834	156	54
1	232	6	10	0	179.56	47.619	16.348	0.3888	161	56
1	234	6	10	0	178.83	47.863	17.435	0.6694	152	49
1	236	6	7	0	178.83	47.863	17.435	1.3079	140	42
1	238	6	10	0	174.9	44.248	19.549	0.3199	138	45
1	240	6	10	0	174.52	44.319	19.86	0.442	147	51
1	242	6	9	0	174.52	44.319	19.86	0.2938	154	53
1	244	6	10	0	173.94	44.342	20.222	0.1948	153	53
1	246	6	10	0	173.92	44.348	20.225	0.2716	152	56
1	248	6	10	0	173.92	44.348	20.225	0.3562	161	64
1	250	6	10	0	173.9	44.356	20.244	0.3705	150	54
1	252	6	10	0	173.92	44.371	20.231	0.6215	148	50
1	254	6	10	0	173.6	44.202	20.4	0.3966	165	61
1	256	6	10	0	173.51	44.191	20.446	0.5818	165	63
1	258	6	10	0	173.51	44.191	20.446	0.2466	154	59
1	260	6	9	0	173.5	44.2	20.544	0.6929	120	38
1	262	6	10	0	170.41	44.862	22.796	0.7337	130	41
1	264	6	10	0	169.87	44.895	23.195	0.2078	151	57
1	266	6	10	0	169.72	44.888	23.298	0.3198	158	62
1	268	6	9	0	169.72	44.888	23.298	0.3903	154	62
1	270	6	10	0	169.6	44.918	23.34	0.3413	157	64
1	272	6	10	0	169.07	45.029	23.556	0.7187	164	60
1	274	6	10	0	169.35	45.507	22.727	0.4565	161	59
1	276	6	9	0	168.53	45.311	23.48	0.5433	136	38
0	278	6	0	0	0	0	0	0	90	25
0	280	6	0	0	0	0	0	0	122	49
0	282	6	0	0	0	0	0	0	129	50
0	284	6	0	0	0	0	0	0	125	50
0	286	6	0	0	0	0	0	0	128	53
0	288	6	0	0	0	0	0	0	124	52
0	290	6	0	0	0	0	0	0	128	51
0	292	6	0	0	0	0	0	0	129	51
0	294	6	0	0	0	0	0	0	129	51
0	296	6	0	0	0	0	0	0	125	54
0	298	6	0	0	0	0	0	0	123	44
0	300	6	0	0	0	0	0	0	82	26
0	302	6	0	3	0	0	0	0	54	18
0	304	6	0	0	0	0	0	0	99	28
0	306	6	0	0	0	0	0	0	111	38
0	308	6	0	0	0	0	0	0	115	42
0	310	6	0	0	0	0	0	0	118	44
0	312	6	0	0	0	0	0	0	125	51
0	314	6	0	0	0	0	0	0	123	52
0	316	6	0	0	0	0	0	0	125	48
0	318	6	0	0	0	0	0	0	107	40
0	320	6	0	3	0	0	0	0	71	24
0	322	6	0	0	0	0	0	0	28	14
0	324	6	0	3	0	0	0	0	35	15
0	326	6	0	3	0	0	0	0	54	16
1	328	6	7	0	30.055	99.954	15.978	0.5652	74	25
1	330	6	9	0	30.433	99.369	15.879	0.7517	109	44
1	332	6	9	0	30.454	99.345	15.889	0.4386	113	46
1	334	6	10	0	30.454	99.345	15.889	0.3476	115	50
1	336	6	9	0	30.826	99.564	15.823	0.2789	115	55
1	338	6	9	0	30.841	99.569	15.822	0.2788	110	57
1	340	6	9	0	30.841	99.569	15.822	0.2211	114	58
1	342	6	9	0	30.913	99.59	15.748	0.2503	118	58
1	344	6	9	0	30.913	99.577	15.752	0.1908	119	59
1	346	6	9	0	30.913	99.577	15.752	0.2633	112	56
1	348	6	9	0	30.917	99.57	15.748	0.2525	116	56
1	350	6	10	0	30.997	99.374	15.202	0.2057	103	41
1	352	6	6	0	31.119	99.277	14.784	1.3859	32	17
0	354	6	0	3	0	0	0	0	26	15
1	356	6	9	0	30.746	100.54	15.025	0.53	89	36
1	358	6	9	0	30.601	100.67	15.137	0.2354	116	57
0	0	8	0	3	0	0	0	0	33	15
0	2	8	0	3	0	0	0	0	38	14
0	4	8	0	3	0	0	0	0	38	14
0	6	8	0	3	0	0	0	0	20	14
0	8	8	6	0	0	0	35.502	1.4796	22	14
0	10	8	0	3	0	0	0	0	22	15
0	12	8	0	3	0	0	0	0	14	16
0	14	8	0	3	0	0	0	0	22	16
0	16	8	0	3	0	0	0	0	23	16
0	18	8	0	3	0	0	0	0	51	16
1	20	8	6	0	27.066	45.394	18	0.4882	44	17
0	22	8	0	3	0	0	0	0	58	18
1	24	8	8	0	26.215	44.864	18.258	0.342	98	34
1	26	8	10	0	26.241	45.307	18.308	0.4542	117	54
1	28	8	10	0	26.217	45.357	18.367	0.3603	115	42
1	30	8	8	0	26.217	45.357	18.367	0.7067	113	31
1	32	8	9	0	26.509	45.323	18.13	0.4109	100	33
1	34	8	9	0	26.843	45.337	17.744	0.2868	89	31
1	36	8	7	0	26.843	45.337	17.744	1.2117	43	17
1	38	8	7	0	26.585	45.718	18.183	0.5059	89	32
1	40	8	10	0	26.585	45.718	18.183	0.3011	107	43
1	42	8	8	0	27.141	45.547	17.71	0.5185	73	27
1	44	8	6	0	27.322	45.526	17.674	0.8116	77	27
1	46	8	9	0	27.322	45.526	17.674	0.2459	103	38
1	48	8	8	0	27.426	45.428	17.863	0.2728	101	38
0	50	8	0	3	0	0	0	0	38	16
0	52	8	0	3	0	0	0	0	32	14
1	54	8	6	0	16.202	51.588	12.022	1.1074	60	21
1	56	8	8	0	16.202	51.588	12.022	0.9113	66	24
1	58	8	6	0	16.314	80.679	169.54	1.0458	54	21
0	60	8	0	3	0	0	0	0	72	25
1	62	8	7	0	2.4187	89.721	5.2088	0.4714	88	25
0	64	8	0	3	0	0	0	0	29	16
0	66	8	0	3	0	0	0	0	30	15
0	68	8	0	0	0	0	0	0	60	22
0	70	8	0	0	0	0	0	0	75	29
0	72	8	0	3	0	0	0	0	47	21
0	74	8	0	3	0	0	0	0	61	22
1	76	8	7	0	25.716	67.451	162.84	0.8408	86	29
1	78	8	6	0	26.355	67.5	160.39	0.5299	52	19
0	80	8	0	3	0	0	0	0	40	14
0	82	8	6	0	0	0	43.128	1.5375	34	14
0	84	8	0	3	0	0	0	0	29	14
0	86	8	0	3	0	0	0	0	23	14
0	88	8	0	0	0	0	0	0	26	14
0	90	8	0	0	0	0	0	0	65	22
0	92	8	0	0	0	0	0	0	91	32
0	94	8	0	0	0	0	0	0	91	40
0	96	8	0	0	0	0	0	0	97	44
0	98	8	0	0	0	0	0	0	98	46
0	100	8	0	0	0	0	0	0	96	45
0	102	8	0	0	0	0	0	0	97	45
0	104	8	0	0	0	0	0	0	97	41
0	106	8	0	0	0	0	0	0	56	22
0	108	8	0	3	0	0	0	0	22	14
0	110	8	0	3	0	0	0	0	19	14
0	112	8	6	0	0	0	332.16	1.0747	22	14
0	114	8	0	3	0	0	0	0	18	14
0	116	8	0	3	0	0	0	0	21	15
0	118	8	6	0	0	0	289.13	1.6003	18	14
0	120	8	0	3	0	0	0	0	25	14
0	122	8	0	3	0	0	0	0	33	15
0	124	8	0	3	0	0	0	0	34	16
0	126	8	0	3	0	0	0	0	50	17
1	128	8	9	0	19.15	60.232	4.9319	0.4581	96	28
1	130	8	10	0	18.825	60.549	5.5982	0.4229	134	45
1	132	8	9	0	18.832	60.559	5.5991	0.2736	140	55
1	134	8	9	0	18.832	60.559	5.5991	0.2157	134	45
1	136	8	9	0	18.598	60.118	6.1729	0.2338	127	47
1	138	8	9	0	18.587	60.103	6.205	0.192	139	57
1	140	8	9	0	18.587	60.103	6.205	0.234	133	60
1	142	8	9	0	18.54	60.108	6.2073	0.2195	136	59
1	144	8	9	0	18.54	60.108	6.2073	0.1775	135	60
1	146	8	9	0	18.622	60.111	6.1696	0.2068	141	62
1	148	8	9	0	18.622	60.111	6.1696	0.197	135	59
1	150	8	9	0	18.578	60.113	6.1698	0.1981	141	60
1	152	8	9	0	18.587	60.118	6.1672	0.1868	140	61
1	154	8	10	0	18.591	60.116	6.1675	0.2446	141	61
1	156	8	10	0	18.591	60.116	6.1675	0.2075	137	59
1	158	8	9	0	18.608	60.077	6.2372	0.1958	137	59
1	160	8	9	0	18.608	60.077	6.2372	0.2238	137	56
1	162	8	9	0	18.714	60.116	6.1655	0.2098	131	55
1	164	8	9	0	18.725	60.12	6.1842	0.2269	139	57
1	166	8	9	0	18.717	60.123	6.196	0.2149	138	59
1	168	8	9	0	18.717	60.123	6.196	0.208	137	61
1	170	8	9	0	18.748	60.185	6.1303	0.2102	135	63
1	172	8	9	0	18.748	60.185	6.1303	0.2129	134	62
1	174	8	9	0	18.745	60.184	6.1244	0.1973	136	62
1	176	8	9	0	18.903	60.105	5.9999	0.2272	132	48
1	178	8	9	0	18.903	60.105	5.9999	0.2774	124	39
1	180	8	8	0	19.313	59.519	5.3888	0.473	109	32
0	182	8	0	3	0	0	0	0	50	17
0	184	8	0	3	0	0	0	0	42	20
0	186	8	0	3	0	0	0	0	52	21
0	188	8	0	3	0	0	0	0	48	18
1	190	8	7	0	172.84	45.021	26.535	1.2741	56	23
1	192	8	9	0	172.84	45.021	26.535	0.7534	92	25
1	194	8	6	0	176.89	43.628	19.327	0.4372	37	15
1	196	8	9	0	177.27	43.425	18.804	1.0276	104	26
1	198	8	10	0	177.27	43.425	18.804	0.3402	156	52
1	200	8	9	0	177.4	43.592	18.672	0.3522	157	57
1	202	8	10	0	177.57	43.433	18.77	0.4173	152	58
1	204	8	10	0	177.57	43.433	18.77	0.3496	154	59
1	206	8	10	0	177.56	43.436	18.744	0.2506	157	61
1	208	8	10	0	177.54	43.428	18.509	0.2771	159	60
1	210	8	10	0	177.54	43.428	18.509	0.3492	162	62
1	212	8	10	0	177.48	43.351	18.56	0.2972	154	59
1	214	8	10	0	177.58	43.221	18.111	0.353	159	61
1	216	8	10	0	177.56	43.202	18.151	0.2589	163	60
1	218	8	10	0	177.56	43.202	18.151	0.2766	158	61
1	220	8	10	0	177.79	43.471	17.935	0.3752	159	61
1	222	8	10	0	177.37	43.674	18.526	0.6661	148	52
1	224	8	9	0	177.3	43.717	18.662	0.7359	116	33
1	226	8	8	0	0.1395	132.57	164.41	0.3642	127	36
1	228	8	9	0	0.1415	132.61	164.26	0.2332	155	53
1	230	8	10	0	179.58	47.646	16.294	0.5888	148	51
1	232	8	9	0	179.57	47.628	16.33	0.5342	152	43
1	234	8	6	0	175.65	44.154	18.969	0.5694	117	30
1	236	8	9	0	175.62	44.118	18.959	0.2767	153	51
1	238	8	10	0	175.62	44.118	18.959	0.3227	159	59
1	240	8	10	0	174.52	44.319	19.86	0.2528	159	59
1	242	8	10	0	174.52	44.319	19.86	0.3125	172	64
1	244	8	10	0	173.94	44.342	20.222	0.3269	172	66
1	246	8	10	0	173.92	44.348	20.225	0.2084	160	67
1	248	8	10	0	173.92	44.348	20.225	0.2893	162	67
1	250	8	10	0	173.9	44.356	20.244	0.3003	162	63
1	252	8	10	0	173.81	44.381	20.324	0.3757	159	60
1	254	8	10	0	173.65	44.205	20.435	0.4567	168	62
1	256	8	10	0	173.68	44.172	20.477	0.4138	164	63
1	258	8	9	0	173.68	44.172	20.477	0.2163	155	61
1	260	8	10	0	173.56	44.191	20.549	0.582	151	50
1	262	8	10	0	170.41	44.862	22.796	0.5525	149	53
1	264	8	10	0	170.41	44.862	22.796	0.3845	148	58
1	266	8	10	0	169.69	44.885	23.321	0.3621	149	59
1	268	8	10	0	169.69	44.885	23.321	0.3018	154	62
1	270	8	10	0	168.94	45.049	23.63	0.2807	156	63
1	272	8	10	0	168.94	45.049	23.63	0.3924	153	60
1	274	8	10	0	168.84	45.087	23.645	0.5199	155	58
1	276	8	9	0	168.85	45.688	23.777	0.5638	148	44
1	278	8	6	0	169.2	46.09	24.093	0.6136	89	26
0	280	8	0	0	0	0	0	0	106	31
0	282	8	0	0	0	0	0	0	129	51
0	284	8	0	0	0	0	0	0	125	50
0	286	8	0	0	0	0	0	0	120	50
0	288	8	0	0	0	0	0	0	125	47
0	290	8	0	0	0	0	0	0	123	50
0	292	8	0	0	0	0	0	0	124	53
0	294	8	0	0	0	0	0	0	134	55
0	296	8	0	0	0	0	0	0	128	50
0	298	8	0	0	0	0	0	0	131	57
0	300	8	0	0	0	0	0	0	115	46
0	302	8	0	0	0	0	0	0	104	35
0	304	8	0	0	0	0	0	0	114	38
0	306	8	0	0	0	0	0	0	125	46
0	308	8	0	0	0	0	0	0	125	52
0	310	8	0	0	0	0	0	0	124	51
0	312	8	0	0	0	0	0	0	126	47
0	314	8	0	0	0	0	0	0	124	49
0	316	8	0	0	0	0	0	0	122	56
0	318	8	0	0	0	0	0	0	123	57
0	320	8	0	0	0	0	0	0	119	45
0	322	8	0	0	0	0	0	0	79	26
0	324	8	0	3	0	0	0	0	40	17
1	326	8	6	0	30.116	99.565	16.206	0.5652	50	20
1	328	8	7	0	30.116	99.724	16.087	0.9487	59	23
1	330	8	10	0	30.433	99.369	15.879	0.2408	109	47
1	332	8	9	0	30.454	99.345	15.889	0.2881	111	54
1	334	8	9	0	30.454	99.345	15.889	0.3718	117	57
1	336	8	10	0	30.826	99.564	15.823	0.2857	111	61
1	338	8	9	0	30.838	99.576	15.812	0.1956	115	60
1	340	8	9	0	30.838	99.576	15.812	0.211	118	63
1	342	8	10	0	30.913	99.59	15.748	0.2351	116	60
1	344	8	10	0	30.913	99.577	15.752	0.2887	119	63
1	346	8	9	0	30.913	99.577	15.752	0.3286	120	59
1	348	8	9	0	30.917	99.57	15.748	0.2193	114	57
1	350	8	10	0	30.155	98.997	15.96	0.2782	104	46
1	352	8	8	0	30.155	98.997	15.96	0.6988	56	24
1	354	8	8	0	30.677	100.49	14.984	0.664	68	25
1	356	8	9	0	30.677	100.49	14.984	0.4195	109	50
1	358	8	9	0	30.601	100.67	15.137	0.2033	119	59
0	0	10	0	3	0	0	0	0	41	17
0	2	10	6	0	0	0	22.688	1.6038	39	15
0	4	10	0	3	0	0	0	0	35	15
0	6	10	0	3	0	0	0	0	28	14
0	8	10	6	0	0	0	2.4439	1.9385	28	15
0	10	10	0	3	0	0	0	0	28	14
0	12	10	0	3	0	0	0	0	19	15
0	14	10	0	3	0	0	0	0	28	15
0	16	10	0	3	0	0	0	0	24	14
1	18	10	6	0	13.604	72.716	6.5975	0.9886	24	14
0	20	10	0	3	0	0	0	0	20	15
0	22	10	0	3	0	0	0	0	36	18
1	24	10	8	0	26.14	44.78	18.318	0.7144	77	25
1	26	10	9	0	26.062	45.093	18.335	0.2487	110	46
1	28	10	9	0	26.446	45.383	18.189	0.2555	94	36
0	30	10	0	3	0	0	0	0	60	17
1	32	10	8	0	26.964	45.348	17.791	0.5325	67	24
1	34	10	9	0	26.9	45.304	17.793	0.2774	95	33
1	36	10	9	0	26.843	45.337	17.744	0.5246	57	21
1	38	10	9	0	26.699	45.667	17.976	0.4978	85	27
1	40	10	8	0	26.95	45.602	17.62	0.1954	101	37
1	42	10	7	0	27.014	45.586	17.586	0.5244	69	23
0	44	10	0	3	0	0	0	0	62	21
1	46	10	9	0	27.282	45.526	17.49	0.3654	102	33
1	48	10	10	0	27.426	45.428	17.863	0.2559	116	49
1	50	10	7	0	27.435	45.37	17.93	0.6132	72	25
0	52	10	0	3	0	0	0	0	36	15
0	54	10	0	3	0	0	0	0	34	15
0	56	10	0	3	0	0	0	0	26	15
0	58	10	0	3	0	0	0	0	46	18
1	60	10	6	0	2.4187	89.721	5.2088	0.4714	83	24
1	62	10	6	0	2.4181	89.726	5.2099	0.3399	89	27
0	64	10	0	3	0	0	0	0	25	15
0	66	10	0	3	0	0	0	0	27	14
0	68	10	0	3	0	0	0	0	44	19
0	70	10	0	0	0	0	0	0	92	25
0	72	10	0	0	0	0	0	0	121	34
0	74	10	0	0	0	0	0	0	79	23
0	76	10	0	3	0	0	0	0	52	19
0	78	10	0	3	0	0	0	0	35	15
0	80	10	0	3	0	0	0	0	49	15
0	82	10	0	3	0	0	0	0	22	14
0	84	10	0	3	0	0	0	0	18	13
0	86	10	0	3	0	0	0	0	18	14
0	88	10	0	3	0	0	0	0	46	17
0	90	10	0	3	0	0	0	0	65	19
0	92	10	0	3	0	0	0	0	48	20
0	94	10	0	0	0	0	0	0	79	27
0	96	10	0	0	0	0	0	0	96	32
0	98	10	0	0	0	0	0	0	99	41
0	100	10	0	0	0	0	0	0	96	44
0	102	10	0	0	0	0	0	0	105	49
0	104	10	0	0	0	0	0	0	105	47
0	106	10	0	0	0	0	0	0	81	32
0	108	10	0	3	0	0	0	0	30	15
0	110	10	0	3	0	0	0	0	24	15
0	112	10	0	3	0	0	0	0	24	13
0	114	10	0	3	0	0	0	0	35	15
0	116	10	0	3	0	0	0	0	20	13
0	118	10	0	3	0	0	0	0	21	13
0	120	10	0	3	0	0	0	0	22	14
0	122	10	0	3	0	0	0	0	22	14
1	124	10	8	0	19.66	59.916	3.8723	1.5134	49	18
1	126	10	9	0	19.567	59.977	4.0887	0.2752	93	34
1	128	10	9	0	19.15	60.232	4.9319	0.2869	132	46
1	130	10	9	0	18.838	60.544	5.5932	0.3455	141	53
1	132	10	9	0	18.832	60.559	5.5991	0.3288	138	57
1	134	10	9	0	18.832	60.559	5.5991	0.34	140	56
1	136	10	9	0	18.614	60.156	6.0854	0.2467	130	51
1	138	10	9	0	18.614	60.156	6.0854	0.2797	139	57
1	140	10	9	0	18.552	60.106	6.2073	0.2545	140	60
1	142	10	9	0	18.54	60.108	6.2073	0.2269	137	59
1	144	10	9	0	18.54	60.108	6.2073	0.202	138	61
1	146	10	9	0	18.622	60.111	6.1696	0.2284	143	62
1	148	10	9	0	18.622	60.111	6.1696	0.238	138	61
1	150	10	9	0	18.587	60.119	6.1654	0.2256	136	61
1	152	10	9	0	18.587	60.118	6.1672	0.2825	140	61
1	154	10	9	0	18.591	60.116	6.1675	0.2167	139	61
1	156	10	10	0	18.591	60.116	6.1675	0.2754	140	60
1	158	10	9	0	18.643	60.092	6.1893	0.2039	138	62
1	160	10	9	0	18.681	60.12	6.1501	0.2313	134	59
1	162	10	9	0	18.681	60.12	6.1501	0.2008	137	58
1	164	10	9	0	18.721	60.121	6.1893	0.2239	134	60
1	166	10	9	0	18.717	60.123	6.196	0.1767	137	59
1	168	10	9	0	18.717	60.123	6.196	0.189	140	59
1	170	10	9	0	18.748	60.185	6.1303	0.1631	137	62
1	172	10	9	0	18.748	60.185	6.1303	0.1798	136	62
1	174	10	9	0	18.745	60.184	6.1244	0.2353	140	58
1	176	10	8	0	18.869	60.105	6.0324	0.4409	132	47
1	178	10	6	0	18.869	60.105	6.0324	0.6292	102	28
1	180	10	8	0	16.737	58.323	7.8316	1.2196	97	26
1	182	10	8	0	16.937	58.8	7.9766	0.604	78	27
0	184	10	0	3	0	0	0	0	27	15
0	186	10	0	3	0	0	0	0	22	16
0	188	10	0	3	0	0	0	0	23	19
0	190	10	0	3	0	0	0	0	23	15
0	192	10	0	3	0	0	0	0	44	19
1	194	10	6	0	176.15	44.096	22.663	0.8316	98	27
1	196	10	10	0	177.36	43.461	18.873	0.4372	151	44
1	198	10	10	0	177.57	43.505	19.009	0.3191	155	53
1	200	10	10	0	177.55	43.484	18.743	0.512	153	55
1	202	10	10	0	177.57	43.433	18.77	0.3864	156	60
1	204	10	10	0	177.57	43.433	18.77	0.2924	157	59
1	206	10	10	0	177.56	43.261	18.691	0.2418	154	58
1	208	10	10	0	177.56	43.261	18.691	0.2683	159	59
1	210	10	10	0	177.48	43.351	18.56	0.4611	162	60
1	212	10	10	0	177.48	43.351	18.56	0.3126	157	59
1	214	10	10	0	177.59	43.156	18.355	0.3631	158	58
1	216	10	10	0	177.77	43.227	18.109	0.2956	161	59
1	218	10	10	0	178.03	43.333	17.658	0.1999	148	50
1	220	10	6	0	178.1	43.378	17.586	0.7363	111	38
1	222	10	8	0	0.5484	131.9	165.17	0.5723	133	43
1	224	10	8	0	0.5894	131.92	165.21	0.5767	147	43
1	226	10	10	0	0.2377	132.58	164.4	0.4832	161	54
1	228	10	9	0	0.211	132.6	164.35	0.2931	156	55
1	230	10	9	0	176.95	43.755	17.759	0.4911	141	45
1	232	10	7	0	175.92	44.211	18.598	0.5694	112	30
1	234	10	10	0	175.65	44.154	18.969	0.6986	108	34
